Item_no,Description,BRANCH,QUANTITY_IN_PCS, UNIT_PRICE , AMOUNT ,MONTH
ITM06047,TRICAL TABS 15S,KITENGELA,15,25.6,384,FEBRUARY
ITM05979,CPM TORAMIN 60ML,KITENGELA,20,26.65,533.08,MARCH
ITM04369,NEBILONG 10MG 30S,KITENGELA,20,57.63,"1,152.67",JUNE
ITM07862,ORTHOLAX TABS 10'S,KITENGELA,20,65,"1,300.00",MARCH
ITM06229,VASTAREL  MR 35MG 30s,KITENGELA,20,40.63,812.6,JUNE
ITM08456,FLEXNOVA COLLAGEN TABS 10`S,KITENGELA,20,57.31,"1,146.12",JANUARY
ITM05440,SAFERON PLUS TABS 30S,KITENGELA,20.001,29.8,596.03,JANUARY
ITM01354,CHLORAMPHENICOL EYE DROPS 5ML,KITENGELA,21,35.88,753.49,JANUARY
ITM04659,OLOPATADINE 0 2% EYE DROP,KITENGELA,24,450,"10,800.00",JUNE
ITM03872,LYRICA 75MG 28S,KITENGELA,28,143.14,"4,008.00",JUNE
ITM03871,LYRICA 150MG 28s,KITENGELA,28,143.14,"4,008.00",JANUARY
ITM09343,EMPATOR 25 TABLETS 14`S,KITENGELA,28,72.14,"2,020.00",JUNE
ITM02883,FULCOVER 100MG 10S,KITENGELA,30,144.9,"4,347.00",MARCH
ITM05484,SARA-FEE 30S,KITENGELA,30,12,360,MARCH
ITM05871,TELTAS 40H 30S,KITENGELA,30,67.67,"2,030.00",MAY
ITM06371,WELLKID IMMUNE CHEWABLE TABS 30S,KITENGELA,30,55.11,"1,653.30",MARCH
ITM03398,IROVEL 300MG 30S,KITENGELA,39.999,103.33,"4,133.23",FEBRUARY
ITM05791,SYLATE 500MG 18S,KITENGELA,41.9994,80.83,"3,394.95",JANUARY
ITM06455,ZALAC P TABS 28S,KITENGELA,42,25.81,"1,084.10",MARCH
ITM03176,HEMSAMIC 500MG INJ,KITENGELA,45,190,"8,550.00",FEBRUARY
ITM02612,FENTANYL INJ 50MCG/2ML 10s,KITENGELA,50,143.52,"7,176.05",JULY
ITM07126,SPIROGLEN 10`S,KITENGELA,50,79.5,"3,975.00",MARCH
ITM09291,GLODEX STERILE EYE DROPS,KITENGELA,50,81,"4,050.00",FEBRUARY
ITM00854,BONNY KID SYRUP 120ML,KITENGELA,51,199.9,"10,195.12",JANUARY
ITM07199,COEMPAKEN 5/1000MG 28`S,KITENGELA,56,87.46,"4,898.00",JUNE
ITM04778,OSTEOCARE PLUS 84s,KITENGELA,56,25.6,"1,433.84",FEBRUARY
ITM01593,COEMPAKEN 12.5/1000 28S,KITENGELA,56,105.21,"5,892.00",JUNE
ITM03736,LIPECOS 10MG 28s,KITENGELA,56,36.97,"2,070.59",JULY
ITM06126,TWYNSTA TABS 80+10MG 28S,KITENGELA,56,199.21,"11,156.00",MAY
ITM05061,POLYGYNAX 12S,KITENGELA,60,111.17,"6,670.00",JANUARY
ITM01529,CLOPRESS 75MG 30S,KITENGELA,60,57.67,"3,460.00",JUNE
ITM01633,COLLACARE FORTE TABS 30S,KITENGELA,60,55.6,"3,336.00",JUNE
ITM03008,GLENTEL H 80 30S,KITENGELA,60,61.87,"3,712.00",JULY
ITM04554,NORVASC 5MG 30S,KITENGELA,60,85.33,"5,120.00",FEBRUARY
ITM05264,QUITIPIN 100MG 30S,KITENGELA,60,66.67,"4,000.00",MAY
ITM06580,ZYRTAL MR TABS 20'S,KITENGELA,60,34.25,"2,055.00",JANUARY
ITM07215,KEFROX 125MG/5ML SUSP 60ML (CEFUROXIME),KITENGELA,62,330,"20,460.00",MARCH
ITM08803,SOLO 4MG SACHETS 14`S,KITENGELA,70,49.71,"3,480.00",MAY
ITM02920,GABICA 100MG 35S,KITENGELA,70,73.26,"5,128.00",MAY
ITM02926,GABICA CAPS 150MG 35s,KITENGELA,70,93.83,"6,568.00",JULY
ITM03090,GRAMOCEF O 200MG CAPS 10S,KITENGELA,80,61.3,"4,904.32",JUNE
ITM07756,ETORICOXIB 120MG (TORIXAGEN) 20`S,KITENGELA,80,103.5,"8,280.00",FEBRUARY
ITM04177,MONTANA 10MG 14S,KITENGELA,84,68.21,"5,730.00",MAY
ITM02381,EPANUTIN CAPS 100MG 84S,KITENGELA,84,39.33,"3,304.00",JANUARY
ITM07382,MICARTEL C 40 - 28`S,KITENGELA,84,83,"6,972.00",JANUARY
ITM00752,BETALOC 100MG 30S,KITENGELA,90,61.77,"5,559.00",APRIL
ITM09473,METRONIDAZOLE ELOGYL 100ML,KITENGELA,98,49.21,"4,822.31",JULY
ITM05298,RAZID M 20MG 20,KITENGELA,100,73.6,"7,360.00",JULY
ITM09464,"CLARIWIN TABS 250MG 10S	",KITENGELA,100,50.23,"5,023.24",APRIL
ITM00583,AVODART CAPS 0.5MG 30S,KITENGELA,120,90.73,"10,888.00",FEBRUARY
ITM04174,MONTAIR 10MG TABS 14S,KITENGELA,120,28.21,"3,385.71",JANUARY
ITM04553,NORVASC 10MG 30S,KITENGELA,120,142.47,"17,096.00",FEBRUARY
ITM07754,EMPASITA TABS  10/50GM 28`S,KITENGELA,140,131.54,"18,415.00",JUNE
ITM06335,VITANERVE CAPS 30S,KITENGELA,150,43.33,"6,500.00",FEBRUARY
ITM04653,OLIGOCARE FORTE 20S,KITENGELA,160,37.83,"6,052.49",MAY
ITM02581,FEBO G TABS 80MG 20s,KITENGELA,175,158.85,"27,798.75",JANUARY
ITM06332,VITAMIN K INJ 2MG  PAED 5S,KITENGELA,190,114,"21,660.00",MARCH
ITM08326,CETRIZINE (CETZAN) TABS 100`S,KITENGELA,200,0.4,79.17,JANUARY
ITM06096,TRIPPLE PEN 3 INJ,KITENGELA,270,30.75,"8,303.72",JUNE
ITM05124,PREG SMILE 30s,KITENGELA,300,22.01,"6,601.97",APRIL
ITM05567,SEVEN SEAS ONE A DAY 60s,KITENGELA,300,29.62,"8,885.00",FEBRUARY
ITM03007,GLENTEL H 40 30S,KITENGELA,300,48.37,"14,510.00",JULY
ITM02666,FIZZIMOL 500MG TABS 16S,KITENGELA,320,16.02,"5,125.75",MAY
ITM07713,HYOMIDE PLUS 40`S,KITENGELA,360,24.35,"8,765.03",JULY
ITM08125,SALOREX TABS 100`S,KITENGELA,400,6.66,"2,665.39",MAY
ITM06161,UNICONTIN 400MG 100S,KITENGELA,400,35.57,"14,229.08",FEBRUARY
ITM06581,ZYRTAL OD TABS 200MG 20s,KITENGELA,460,38.2,"17,572.00",JUNE
ITM00805,BIOFREEZ ROLL-ON,KERICHO,1,405,405,MAY
ITM03115,GYNAGONE KIT,KERICHO,1,415.19,415.19,JUNE
ITM05495,SCABION LOTION 60ML,KERICHO,2,275.77,551.53,JANUARY
ITM01923,DEEP FREEZE COLD GEL 100G,KERICHO,3,727.86,"2,183.57",JANUARY
ITM07492,OTOXIDE EAR DROPS 10ML,KERICHO,4,100,400,APRIL
ITM07837,TINIDAZOLE(TINICURE) 500MG 4S,KERICHO,4,3.08,12.3,JANUARY
ITM01000,CAPSIFENAC GEL 10G,KERICHO,5,133.27,666.35,MAY
ITM08868,DEEP RELIEF GEL 30MG,KERICHO,5,604.84,"3,024.19",APRIL
ITM00129,ADOVAS SYP 100ML HERBAL,KERICHO,7,248.68,"1,740.73",FEBRUARY
ITM00990,CANDITRAL 12S,KERICHO,8.04,168.17,"1,352.06",MARCH
ITM06298,VITACAL TABS 30s,KERICHO,9.9,13.83,136.95,FEBRUARY
ITM03970,MEFNAC SUSP 60ML,KERICHO,10,112.77,"1,127.67",JUNE
ITM06166,UNIORTHO 500MG TABS 10S,KERICHO,10,148,"1,480.00",JANUARY
ITM06032,TRESDERM CREAM 30G,KERICHO,10,97.39,973.89,APRIL
ITM03127,H PYLORI KIT(LAEKIT) 7S,KERICHO,14,314.29,"4,400.00",MARCH
ITM02452,ESOMEPRAZOLE CAPS 40MG ESOMEZOL 30`S,KERICHO,20.1,3.72,74.81,MAY
ITM08460,MEFTAN PLUS 10:5MG F/C TABS 28`S(MONTELUKAST+LEVOCETRIZINE),KERICHO,28,33.93,950,FEBRUARY
ITM02489,ESOSE TABS 20MG 10S,KERICHO,30,32.3,969,APRIL
ITM03807,LONART SUSP 60ML,KERICHO,50,137,"6,850.00",JUNE
ITM07873,TRIPLIXAM 10/2.5/10 TABLETS 30'S,KERICHO,60,157.02,"9,421.13",MARCH
ITM03048,GLUCOWELL-MET 50:850 TABS 28S,KERICHO,112,67,"7,504.00",JUNE
ITM03173,HEMOVIT CAPS 30s,KERICHO,150,6,900,JUNE
ITM01434,CLAMOXIN 1GM 10S,KERICHO,150,10.9,"1,635.00",APRIL
ITM01183,CEFTRIAXONE INJ 1GM CEFTRIMED,KISII,1,41.01,41.01,MARCH
ITM02831,FOLLEY CATHER 2 WAY SIZE 6FG,KISII,1,97.39,97.39,FEBRUARY
ITM04166,MOMATE OINT 15GM,KISII,2,650,"1,300.00",JUNE
ITM04752,OROFER SYP 150ML,KISII,2,499,998,APRIL
ITM05638,SOLVAXIN 100ML SYRUP,KISII,2,105,210,JUNE
ITM04164,MOMATE F CREAM 10G,KISII,3,693,"2,079.00",MAY
ITM02243,DYRADE  M SUSP 100ML,KISII,3,245,735,JUNE
ITM00394,ANTACID NOVELTA SUSP 200ML,KISII,3,166.07,498.22,FEBRUARY
ITM00268,AMINOGURD LIQUID 200ML,KISII,3,900,"2,700.00",JULY
ITM04163,MOMATE CREAM 15G,KISII,3,567,"1,701.00",FEBRUARY
ITM01923,DEEP FREEZE COLD GEL 100G,KISII,4,727.86,"2,911.43",JANUARY
ITM02893,FUNGITER CREAM 15 GMS,KISII,4,310,"1,240.00",JANUARY
ITM00730,BENYLIN WET COUGH MENTHOL 100ML,KISII,4,750,"3,000.00",MAY
ITM00886,BRONKOF 60ML,KISII,4,101.49,405.96,FEBRUARY
ITM00978,CANDID LOTION,KISII,4,201,804,APRIL
ITM03782,LMW ENOX 60MG 2S,KISII,4,"1,063.50","4,254.00",JANUARY
ITM08868,DEEP RELIEF GEL 30MG,KISII,5,604.84,"3,024.19",MARCH
ITM09345,OPTIVE GEL DROPS 10ML,KISII,5,"1,496.00","7,480.00",MAY
ITM02241,DYNAPAR QPS 30ML SPRAY,KISII,5,"1,300.00","6,500.00",FEBRUARY
ITM02670,FLAGYL SYP 100ML ORIGINAL,KISII,5,818,"4,090.00",JUNE
ITM01631,COLIZA DROPS,KISII,5,179.4,897.01,MARCH
ITM02170,DOXAFIN 2 5MG/5ML,KISII,5,400,"2,000.00",MARCH
ITM08058,G DERM CREAM 20GM,KISII,6,190,"1,140.00",MARCH
ITM06401,X TONE FORTE SYP 200ML,KISII,6,200,"1,200.00",MARCH
ITM00981,CANDID TV SUSP 60ML,KISII,6,419,"2,514.00",FEBRUARY
ITM03542,KLENZIT C GEL 15GM,KISII,9,"1,026.00","9,234.00",FEBRUARY
ITM04731,OPTIVE PLUS EYE DROP 10ML,KISII,10,"1,454.00","14,540.00",FEBRUARY
ITM03842,LOXIUM MR TABS 10s,KISII,10,75,750,JUNE
ITM09233,TOBI-FM EYE DROPS 5ML,KISII,10,258,"2,580.00",APRIL
ITM02074,DICLOMOL GEL,KISII,10,204,"2,040.05",JANUARY
ITM06303,VITAHEALTH COD LIVER OIL 100ML,KISII,10,380,"3,800.00",JANUARY
ITM07492,OTOXIDE EAR DROPS 10ML,KISII,15,100,"1,500.00",APRIL
ITM05067,POLYTROL EYE DROPS,KISII,15,210.36,"3,155.41",MAY
ITM07864,LABNIR DRY SUSP 125MG/5ML 60ML,KISII,18,507.45,"9,134.09",JANUARY
ITM02779,FLUCONAZOLE(GVFLUC) SUSP 50MG 35ML,KISII,19,224.51,"4,265.65",APRIL
ITM06109,TUSICOF CHESTY SYP 100ML,KISII,20,102.52,"2,050.30",FEBRUARY
ITM01303,CETRIZINE CACHET SYP 60ML,KISII,20,28.7,574.08,FEBRUARY
ITM08085,MOMETASONE OINTMENT 15GM,KISII,20,56.38,"1,127.67",APRIL
ITM08842,GI KIT 7`S,KISII,21,425.57,"8,937.00",MAY
ITM02756,FLUCONAZOLE CRIPTOCAN SUSP 35ML,KISII,23,300,"6,900.00",MARCH
ITM06579,ZYRTAL GEL 30G,KISII,24,461,"11,064.00",JUNE
ITM00743,BETADINE M/WASH 125ML,KISII,24,563.83,"13,531.98",MAY
ITM05353,RHINATHIOL PROMETHAZINE 125ML,KISII,29,640.72,"18,580.84",MAY
ITM00752,BETALOC 100MG 30S,KISII,30,61.77,"1,853.00",MARCH
ITM05315,RELESTAT EYE DROPS,KISII,30,"1,496.00","44,880.00",MAY
ITM02032,DIAPHAGE 850MG TABS 30S,KISII,30,4.72,141.47,JANUARY
ITM00083,ACTILOSA CAPS 10S,KISII,30,82.6,"2,478.00",JANUARY
ITM04180,MONTECOR PLUS TABS 10S,KISII,30,39,"1,170.00",FEBRUARY
ITM08931,DIATHRO TABLETS 30`S,KISII,30,50.67,"1,520.00",JUNE
ITM09635,CARVIDAY 80MG TABS 30`S (CARVEDILOL),KISII,30,140,"4,200.00",JUNE
ITM00129,ADOVAS SYP 100ML HERBAL,KISII,38,248.68,"9,449.65",MARCH
ITM06110,TUSICOF PAED 100ML,KISII,40,102.52,"4,100.60",FEBRUARY
ITM03868,LYDIA POST PILLS,KISII,40,35.88,"1,435.21",MAY
ITM02019,DHC 30 TABS 100s,KISII,40,20.45,818,JANUARY
ITM09293,TOBI-D EYE DROPS,KISII,46,186,"8,556.00",MAY
ITM05061,POLYGYNAX 12S,KISII,48,111.17,"5,336.00",JANUARY
ITM07862,ORTHOLAX TABS 10'S,KISII,50,65,"3,250.00",MARCH
ITM06332,VITAMIN K INJ 2MG  PAED 5S,KISII,50,114,"5,700.00",JUNE
ITM01761,COX B 200MG  50s,KISII,50,37.42,"1,870.90",MAY
ITM03721,LICEOMA LOTION 60ML,KISII,50,268,"13,400.00",APRIL
ITM09249,ACTINAC PLUS SP TABLETS 10`S,KISII,50,39.1,"1,955.00",JULY
ITM03173,HEMOVIT CAPS 30s,KISII,60,6,360,JUNE
ITM00675,BAROLE TABS 30S(RABEPRAZOLE),KISII,60,42,"2,520.00",JUNE
ITM04919,PCM ELYMOL 100ML,KISII,62,30.24,"1,875.00",JANUARY
ITM02891,FUNGITER 250MG 10S,KISII,80,62,"4,960.00",JANUARY
ITM02381,EPANUTIN CAPS 100MG 84S,KISII,84,39.33,"3,304.00",JANUARY
ITM04201,MONTIGET GRANULES PEADRIATIC 14S,KISII,84,34.64,"2,910.00",JUNE
ITM00800,BIOCOF SYP 100ML,KISII,87,50.75,"4,415.25",MAY
ITM03414,ITACARE 100MG 10s,KISII,90,119.5,"10,755.00",JUNE
ITM00583,AVODART CAPS 0.5MG 30S,KISII,90,90.73,"8,166.00",JANUARY
ITM02473,ESOMEPRAZOLE(ESOPRIDE)40MG 30S,KISII,90,68.33,"6,150.00",JANUARY
ITM05018,PILOT D 30S,KISII,90,24.6,"2,214.32",APRIL
ITM09464,"CLARIWIN TABS 250MG 10S	",KISII,100,50.23,"5,023.24",APRIL
ITM04618,OFLA OD 400MG 100S,KISII,100,39.88,"3,987.83",MARCH
ITM04355,NATURAL TEARS II 15ML,KISII,101,609.96,"61,606.39",MAY
ITM05001,PHENOBARBITONE INJ 200MG/ML AMP,KISII,105,220,"23,100.00",APRIL
ITM05052,PLUS MULTIVITAMIN CAPS 30`S,KISII,120,29.3,"3,516.00",JUNE
ITM08791,ALLNYT TABLETS 20`S,KISII,120,2.56,307.55,JULY
ITM09100,ETORICOXIB TORY 60MG 30S,KISII,120,27.68,"3,321.49",JUNE
ITM04199,MONTIGET 4MG  14s,KISII,140,35.51,"4,971.98",JUNE
ITM09418,RABEZOLE DSR CAPS 10`S (RABEPRAZOLE+DOMPERIDONE),KISII,150,17.94,"2,691.02",MAY
ITM04775,OSTEOCARE CHEWABLE 30S,KISII,150,32.5,"4,875.00",JUNE
ITM02118,DIRACIP 100ML SYP,KISII,159,259.51,"41,262.09",JUNE
ITM02920,GABICA 100MG 35S,KISII,175,73.26,"12,820.00",FEBRUARY
ITM09032,ETORICOXIB TORY 90MG 30'S,KISII,180,33.42,"6,015.58",JUNE
ITM08639,ACTION ADVANCE TABLETS 100`S,KISII,200,3.6,720.65,JUNE
ITM02389,EPIBALIN 75MG 30`S,KISII,210,23.41,"4,915.59",MAY
ITM04423,NERVILLIN NT TABS 30S,KISII,210,74.49,"15,643.79",MAY
ITM02171,DOXAFIN 5MG TABS 20s,KISII,220,17.5,"3,850.00",MARCH
ITM02314,EMITOSS TABS 4MG 10S,KISII,220,30,"6,600.00",FEBRUARY
ITM04438,NEUROCARE D  30S,KISII,240,59.33,"14,240.00",FEBRUARY
ITM03496,KETAMINE INJ,KISII,240,292.17,"70,120.26",JANUARY
ITM09031,ETORICOXIB TORY 120MG 30'S,KISII,270,39.47,"10,656.43",JUNE
ITM03737,LIPECOS 5MG 28s,KISII,280,27.71,"7,760.00",JANUARY
ITM03182,HEPARIN 5000IU,KISII,282,441.53,"124,511.46",JANUARY
ITM07982,LEVOCETRIZINE LEVOFREE TABS 5MG 30`S,KISII,300,5.47,"1,640.24",MAY
ITM00801,BIOCOF SYP 60ML,KISII,347,41.01,"14,229.08",MAY
ITM03807,LONART SUSP 60ML,KISII,365,137,"50,005.00",MAY
ITM04177,MONTANA 10MG 14S,KISII,392,68.21,"26,740.00",MAY
ITM01089,CATIS FORTE TABS 30s,KISII,480,41.01,"19,682.88",MAY
ITM08460,MEFTAN PLUS 10:5MG F/C TABS 28`S(MONTELUKAST+LEVOCETRIZINE),KISII,532,33.93,"18,050.00",FEBRUARY
ITM08125,SALOREX TABS 100`S,KISII,800,6.66,"5,330.78",MAY
ITM05368,RILIF PLUS TABS 30`S,KISII,1110,16.4,"18,206.66",JANUARY
ITM00825,BISACODYL 5MG TABS GENERIC 28`S,KISII,2828,0.7,"1,967.26",FEBRUARY
ITM02334,ENARIL 5MG 100S BEXIMCO,KISII,7500,4.46,"33,445.52",FEBRUARY
ITM01318,CETRIZINE RHIZIN TABS 100s,KISII,8100,1.32,"10,711.79",JANUARY
ITM03155,HEDEX TABS 100s,KISII,10200,3.2,"32,611.95",APRIL
ITM05559,SEVEN SEA 100ML,MAKINDU,1,317.8,317.8,FEBRUARY
ITM00624,AZITHROMYCIN(AGYCIN) SUSP 15ML,MAKINDU,1,60.9,60.9,FEBRUARY
ITM00073,ACTIFED WET EXP  100ML,MAKINDU,1,439.79,439.79,MAY
ITM08816,NOVACOL INFANT DROPS,MAKINDU,2,194.78,389.56,FEBRUARY
ITM01447,CLARIE DS 125MG/5ML 50ML,MAKINDU,2,735,"1,470.00",MARCH
ITM07516,PHENOBARBITONE INJ 60MG AMP,MAKINDU,2,133.27,266.54,FEBRUARY
ITM02143,DOBESIL  H CREAM  30G,MAKINDU,2,830.37,"1,660.74",JULY
ITM07232,SERTAKIND CREAM 20G (SERTACONAZOLE NITRATE 0.2% W/W),MAKINDU,2,930,"1,860.00",JUNE
ITM09450,PANTOPRAZOLE TRUPAN 40IV INJ,MAKINDU,2,300,600,JULY
ITM07770,DEMELAN CREAM 20GM,MAKINDU,3,"1,728.00","5,184.00",MAY
ITM02670,FLAGYL SYP 100ML ORIGINAL,MAKINDU,3,818,"2,454.00",JUNE
ITM02756,FLUCONAZOLE CRIPTOCAN SUSP 35ML,MAKINDU,3,300,900,MAY
ITM05623,SOFTEAL SOLUTION 10ML,MAKINDU,3,240,720,MAY
ITM01959,DEPO MEDROL 40MG,MAKINDU,3,760,"2,280.00",MAY
ITM02760,FLUCONAZOLE FLUGAL SUSP,MAKINDU,3,271.66,814.99,MAY
ITM03623,LANTUS 10ML VIAL (COLD CHAIN),MAKINDU,3,"2,070.80","6,212.41",JUNE
ITM04729,OPTIPRED OPTHALMIC SUSP,MAKINDU,3,472,"1,416.00",JUNE
ITM08199,NEWCOX GEL 50G,MAKINDU,3,476.69,"1,430.08",APRIL
ITM08827,ACTIN RUB GEL 30GM,MAKINDU,3,123.02,369.05,JULY
ITM05714,SUBSYDE GEL,MAKINDU,4,287.04,"1,148.17",FEBRUARY
ITM03176,HEMSAMIC 500MG INJ,MAKINDU,4,190,760,FEBRUARY
ITM06089,TRIOHIST 60ML EXP,MAKINDU,4,76.89,307.55,FEBRUARY
ITM00905,BUDECORT INHALER 100MCG,MAKINDU,4,"1,203.00","4,812.00",JULY
ITM06496,ZEVAC SYP 60ML,MAKINDU,4,250,"1,000.00",MARCH
ITM01649,CONSED BLACK 5LTRS,MAKINDU,4,358.8,"1,435.21",JULY
ITM03894,MAALOX PLUS SUSPENSION 250ML,MAKINDU,4,"1,052.00","4,208.00",JUNE
ITM04731,OPTIVE PLUS EYE DROP 10ML,MAKINDU,5,"1,454.00","7,270.00",FEBRUARY
ITM05315,RELESTAT EYE DROPS,MAKINDU,5,"1,496.00","7,480.00",MAY
ITM02391,EPICOGEL SUSP 180ML,MAKINDU,5,316.77,"1,583.86",JUNE
ITM07809,WOODWARD`S PARACETAMOL SYRUP 100ML,MAKINDU,5,129,645,JUNE
ITM03257,HYDRYLLIN DM SYP 120ML,MAKINDU,5,186,930,JULY
ITM07237,SOLUMOL 1G/100ML INFUSION,MAKINDU,5,426,"2,130.00",JANUARY
ITM05885,TERBEX CREAM 15GM,MAKINDU,5,463,"2,315.00",FEBRUARY
ITM03258,HYDRYLLIN SYP 120ML,MAKINDU,5,171,855,JUNE
ITM04730,OPTIVE EYE DROPS 10ML,MAKINDU,5,"1,053.00","5,265.00",JULY
ITM03856,LUMIGAN EYE DROPS 0.03% 3ML,MAKINDU,5,"2,046.00","10,230.00",JANUARY
ITM02908,G FLORAX FORTE SYP 30ML,MAKINDU,5,404.93,"2,024.67",JANUARY
ITM06516,ZINCOFER LIQUID 200ML,MAKINDU,5,458,"2,290.00",MAY
ITM08346,PILOCARPINE NITRATE EYE DROP 5ML(PHARMACARP),MAKINDU,5,604.84,"3,024.19",FEBRUARY
ITM09170,AZITHROMYCIN ZETRO SUSP 15ML ,MAKINDU,5,276.79,"1,383.95",JANUARY
ITM09246,GLOMOX-D EYE DROPS(MOXFLOXACIN+DEXAMETHASONE),MAKINDU,5,360,"1,800.00",JANUARY
ITM09368,LACTASE ENZYME DROPS(LACTOPEAD) 15ML,MAKINDU,5,290,"1,450.00",MARCH
ITM01001,CAPSIFENAC GEL 20G,MAKINDU,6,199,"1,194.00",MAY
ITM01972,DERMAZINE CREAM 250GM (JAR),MAKINDU,6,307.55,"1,845.27",APRIL
ITM03782,LMW ENOX 60MG 2S,MAKINDU,8,"1,063.50","8,508.00",JANUARY
ITM09293,TOBI-D EYE DROPS,MAKINDU,8,186,"1,488.00",MAY
ITM05848,TEARS NATURALE 15ML,MAKINDU,8,609.96,"4,879.71",JUNE
ITM02108,DIPROFOS INJ 2M L(ORIGINAL),MAKINDU,8,"1,300.00","10,400.00",MAY
ITM00084,ACTILOSA DRY SYP 30ML,MAKINDU,8,600,"4,800.00",MAY
ITM00805,BIOFREEZ ROLL-ON,MAKINDU,9,405,"3,645.00",MAY
ITM00730,BENYLIN WET COUGH MENTHOL 100ML,MAKINDU,10,750,"7,500.00",MAY
ITM09233,TOBI-FM EYE DROPS 5ML,MAKINDU,10,258,"2,580.00",APRIL
ITM03721,LICEOMA LOTION 60ML,MAKINDU,10,268,"2,680.00",APRIL
ITM05165,PRIMOLUT DEPOT 250MG/1ML AMP INJ ,MAKINDU,10,974.92,"9,749.18",JULY
ITM00977,CANDID EAR DROPS 15ML,MAKINDU,10,172,"1,720.00",JULY
ITM06281,VIFEX SYP 100ML,MAKINDU,10,219,"2,190.00",JULY
ITM07500,DEXAMETHASONE GENTAMYCIN(PHARMADEXGENT) EYE/EAR DROPS 5ML,MAKINDU,10,271.66,"2,716.65",FEBRUARY
ITM05792,SYLATE INJ 125MG/2ML 10s,MAKINDU,10,169.8,"1,698.00",JULY
ITM09337,"C-CLAV SUSPESION 100ML (CEFIXIME & CLAVULANATE)	",MAKINDU,10,900,"9,000.00",JUNE
ITM02698,FLEXCAL-D SUSP 200ML,MAKINDU,10,461.32,"4,613.18",JANUARY
ITM07361,GAMOK INJ 1.2G (AMOXICLAV) 1`S,MAKINDU,10,138.4,"1,383.95",JULY
ITM07549,EYFEM-N EYE DROPS 5ML,MAKINDU,10,184.53,"1,845.27",JANUARY
ITM08142,ACECLOFENAC PARACETAMOL(HAZ MR) 10`S,MAKINDU,10,21.53,215.28,APRIL
ITM00942,CADISTIN SYP PLUS 100ML,MAKINDU,13,184.53,"2,398.85",JULY
ITM02779,FLUCONAZOLE(GVFLUC) SUSP 50MG 35ML,MAKINDU,14,224.51,"3,143.11",APRIL
ITM06566,ZUPRICIN OINTMENT,MAKINDU,14,556,"7,784.00",JULY
ITM08663,AUROMIDE PLUS EYE DROPS 5ML,MAKINDU,15,256.29,"3,844.31",JANUARY
ITM00393,ANTACID NOVELTA 100ML,MAKINDU,16,112.77,"1,804.26",MARCH
ITM03476,KAMAGRA 50 MG  4S,MAKINDU,16,88.11,"1,409.76",MARCH
ITM03542,KLENZIT C GEL 15GM,MAKINDU,17,"1,026.00","17,442.00",FEBRUARY
ITM06032,TRESDERM CREAM 30G,MAKINDU,17,97.39,"1,655.62",APRIL
ITM03496,KETAMINE INJ,MAKINDU,18,292.17,"5,259.02",JUNE
ITM08058,G DERM CREAM 20GM,MAKINDU,20,190,"3,800.00",MARCH
ITM00129,ADOVAS SYP 100ML HERBAL,MAKINDU,20,248.68,"4,973.50",JULY
ITM01470,CLAVULIN 228/5ML SYRUP,MAKINDU,20,808,"16,160.00",JUNE
ITM09291,GLODEX STERILE EYE DROPS,MAKINDU,20,81,"1,620.00",FEBRUARY
ITM07520,SALBUTAMOL VENTOSAL 100ML,MAKINDU,20,27.68,553.58,APRIL
ITM01150,CEFIXIME CEF-OD DS SUSP 200MG/5ML 30ML,MAKINDU,20,295,"5,900.00",FEBRUARY
ITM01507,CLOBEDERM LOTION 20MLS,MAKINDU,20,132,"2,640.00",JULY
ITM08934,GUTSPERT SACHETS 1GM 10`S,MAKINDU,20,174.2,"3,484.00",JULY
ITM09106,AMOXICILLIN 250MG DT(CYTOMOX) TABS 10'S,MAKINDU,20,30,600,JULY
ITM09115,CEFIXIME CEF-OD SUSP 100MG/5ML 30ML,MAKINDU,21,287.04,"6,027.88",APRIL
ITM09394,ALCOSED SYP 100ML,MAKINDU,22,51.26,"1,127.67",FEBRUARY
ITM06479,ZEDEX 100ML,MAKINDU,24,128.14,"3,075.45",FEBRUARY
ITM03393,IRON SUCROSE HEMOFER 5ML 5`S,MAKINDU,26,492.07,"12,793.87",MAY
ITM09343,EMPATOR 25 TABLETS 14`S,MAKINDU,28,72.14,"2,020.00",MAY
ITM08803,SOLO 4MG SACHETS 14`S,MAKINDU,28,49.71,"1,392.00",MAY
ITM07671,JENTIN-MET 50/500MG 14`S,MAKINDU,28,36.29,"1,016.00",APRIL
ITM06406,XARELTO TABS 15MG 14s,MAKINDU,28,139.29,"3,900.00",MAY
ITM08989,CO-TASMI TABS 40MG+12.5MG TP 14`S,MAKINDU,28,65.86,"1,844.00",APRIL
ITM03868,LYDIA POST PILLS,MAKINDU,29,35.88,"1,040.53",MAY
ITM02389,EPIBALIN 75MG 30`S,MAKINDU,30,23.41,702.23,JUNE
ITM05124,PREG SMILE 30s,MAKINDU,30,22.01,660.2,JULY
ITM01274,CEREGARD FORTE TABS 10S,MAKINDU,30,170,"5,100.00",MARCH
ITM06432,X-TONE SYRUP 200ML,MAKINDU,30,430.56,"12,916.89",JUNE
ITM01355,CHLORAMPHENICOL INJ,MAKINDU,30,60.48,"1,814.52",JANUARY
ITM07209,SCALPEL DISPOSABLE BLADES 23G (10`S),MAKINDU,30,29.63,888.81,MARCH
